amount,status_code,error_count,request_count,response_time_ms,transactions_last_1min,avg_amount_last_5min,failure_rate,hour_of_day,is_anomaly
27996.52,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
132689.64,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1433855.95,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
141933.81,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
171567.04,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
30879.72,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
30708.95,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
24418.75,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
33866.37,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2584053.29,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
4969.7,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
49942.45,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2576191.89,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1381727.37,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1733881.39,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2522.22,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
4407.28,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
28504.04,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
23536.81,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1229.11,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
144301.96,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1405880.59,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
45636.26,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
79786.76,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
5837708.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
34723.13,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
148453.07,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
11052.21,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2257095.82,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1717.31,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
6161.57,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
143920.25,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
927821.36,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1576.46,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
86038.94,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
47513.65,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2205.2,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
18693.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
31025.08,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1824952.73,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
137208.53,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1863.78,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2692.72,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
37554.92,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
11835.19,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
43951.35,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
52866.08,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1457636.59,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1640690.62,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1460.06,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2440.26,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2589.96,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
27984.39,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
9157.72,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2501.18,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
158016.85,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
136155.9,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1633988.97,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
33485.06,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
8776.59,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
891588.11,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
32874.2,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
10038.23,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
24899.61,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1688.77,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1340.72,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
150583.52,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1398179.36,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
144448.21,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
795.57,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
11729.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
143532.69,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
30457.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
9874.91,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
750372.14,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
24153.44,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1321804.17,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
49171.33,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
160091.58,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1458.72,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1220.93,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
5218101.0,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
5201443.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1209.24,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
31174.2,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1857.95,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
22746.54,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
151436.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2313888.06,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
164382.56,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
75924.3,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2947829.81,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2701.98,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
12551.24,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2281.87,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3009.17,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1002.73,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2476425.52,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
34834.29,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
6664.23,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
144179.7,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
29987.12,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
142800.59,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
752120.09,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
79309.55,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1151.75,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
25973.14,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1809.3,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1426.8,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
690307.57,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2877.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
9054.07,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
11987.93,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
53761.1,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1636.15,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
766164.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
9028.04,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
22449.83,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1280378.33,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
21710.86,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1759.38,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2910.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
688.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
7786.87,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1627290.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
20239.09,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
44186.51,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
5457.3,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
9561.36,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1092107.94,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
3363.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3805.96,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1980.62,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1873.78,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
136262.26,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
30473.32,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
9329.37,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1224986.74,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2516.37,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
4948408.86,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
3145670.26,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
678.12,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
923603.93,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
32419.4,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
81155.58,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
951485.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
143376.26,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
823159.14,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
30990.38,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
739375.84,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
134749.09,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2560704.39,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
78525.05,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
153903.9,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
724192.9,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2203555.4,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
758587.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2664.24,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
80733.73,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
141117.83,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
825195.01,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
10116.63,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
21554.56,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1065836.79,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
156374.97,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
18775.63,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2849002.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
49408.07,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
802060.72,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
78520.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1746.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
27313.48,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
27440.73,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
934668.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
6644600.09,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1452.11,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
24823.11,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
27644.23,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
47697.31,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1422.62,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1718631.66,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
11753.67,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
703.34,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
937147.76,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
43174.8,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2122905.86,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
996.09,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2192364.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
49043.76,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2710.23,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2119.48,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1209496.58,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
19073.77,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
139126.06,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2453.48,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2770.28,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
884.71,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3295485.11,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
12140.05,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
30901.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
5964.19,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
14733.07,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
5293.19,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
10574.7,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
808.04,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1234.02,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
145280.7,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1068220.29,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
11902.39,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
50996.93,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
34818.51,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
15268.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
6810.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
33629.05,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
141279.66,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
26112.29,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
29375.56,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
126005.09,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1056854.79,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
3043.56,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1952.5,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
170454.05,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
5381.07,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
49112.48,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
8492.3,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
161388.87,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
8321.7,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3283.37,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2082459.48,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
3762.48,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
36507.37,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
25529.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1317094.24,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1673.91,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
6691707.53,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
9314.01,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
33348.56,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
131253.56,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
5878.71,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2688.39,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
21884.1,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2081400.84,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
15391.65,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1611230.98,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
49664.59,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
36245.26,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
7471382.8,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
11001.92,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
886718.73,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
3046.23,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
17505.81,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1039645.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
134859.21,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2793432.65,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1377.38,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
33459.13,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
10070.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
23823.9,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
6514987.71,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
991.56,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1289382.68,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
154791.23,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
15265.19,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
13740.95,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
17156.15,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
7375.66,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
51968.16,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
35071.23,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
145756.72,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1754627.8,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
12652.78,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1098567.89,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
81862.9,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1368.64,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
139484.64,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
55370.32,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
18206.44,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
136880.29,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
29313.84,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
30160.98,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
24250.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
12670.4,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1778.65,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1342362.74,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
24100.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
25544.01,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2242686.32,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1381374.93,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
84544.45,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
46586.1,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1151.05,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
850049.93,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
667.34,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
6120046.94,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
4144.15,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
154801.99,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
45062.38,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2098.79,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
50639.46,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2086.02,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
7178.36,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
29413.49,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
6409.13,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
13265.36,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2431276.74,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
33625.41,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
52470.56,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1696.65,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
27285.35,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1177.68,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
157542.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1146.15,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
19711.04,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1611.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2379929.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1490184.5,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
24532.15,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
134640.49,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3434.61,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
167962.09,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1606654.54,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2397.64,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
19688.33,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1335.1,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
7858.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
15058.99,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2118.92,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1582.55,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3367.74,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
43288.31,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
3391337.96,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
18613.1,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1808.13,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1269.32,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
874.39,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
22606.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
144464.89,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
32596.14,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1446827.84,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2448416.39,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2305149.58,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
876057.99,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
50895.13,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
28256.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
15976.86,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
13989.48,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
135832.88,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
9928.36,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
148079.26,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
7007.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
25695.22,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2967.65,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
79875.13,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
44642.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2820.56,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
7321742.19,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
28458.56,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
33843.39,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
84553.74,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1260232.33,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
11606.71,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
4862249.22,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1968423.71,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
142547.19,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
46159.24,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
140252.0,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
36249.69,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
32185.44,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1258.58,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
80189.74,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1477.54,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3395.15,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1766.02,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
19013.75,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
135645.85,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
14646.13,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2115.51,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1179.73,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3178243.9,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1297553.93,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
3067.22,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
149847.49,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2791965.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
11599.21,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
902100.61,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
